ax,ay,az,gx,gy,gz
103,-86,-2097,-10,-8,3
105,-85,-2090,-10,-9,4
102,-85,-2088,-11,-8,2
100,-84,-2096,-11,-8,2
104,-84,-2090,-10,-9,4
104,-87,-2091,-11,-8,5
105,-89,-2093,-10,-7,3
103,-90,-2092,-10,-9,2
98,-84,-2095,-10,-8,2
100,-88,-2094,-9,-8,3
106,-91,-2093,-10,-8,2
104,-85,-2090,-9,-7,2
102,-84,-2095,-10,-9,3
106,-88,-2091,-12,-9,1
107,-84,-2091,-10,-9,2
109,-82,-2093,-9,-9,3
107,-85,-2092,-10,-9,2
102,-87,-2092,-10,-9,3
104,-88,-2089,-9,-8,1
101,-90,-2090,-10,-8,1
102,-85,-2099,-10,-9,2
102,-87,-2096,-10,-9,3
103,-85,-2096,-11,-8,2
106,-87,-2098,-11,-9,2
104,-83,-2095,-10,-9,3
102,-84,-2089,-11,-9,2
102,-85,-2091,-10,-9,2
105,-84,-2095,-11,-9,3
104,-82,-2099,-12,-9,4
103,-89,-2095,-10,-9,3
98,-87,-2096,-9,-9,2
102,-89,-2098,-10,-9,3
99,-87,-2090,-10,-9,3
103,-83,-2089,-9,-8,3
103,-89,-2094,-10,-8,3
99,-85,-2096,-10,-9,3
106,-82,-2097,-10,-8,3
105,-88,-2098,-11,-8,4
103,-89,-2094,-11,-9,3
100,-83,-2089,-11,-8,3
106,-83,-2094,-11,-8,1
103,-91,-2092,-10,-9,3
109,-90,-2089,-10,-10,4
105,-95,-2096,-11,-9,2
104,-88,-2089,-13,-8,3
103,-90,-2088,-10,-9,2
108,-89,-2095,-10,-9,2
106,-85,-2097,-9,-8,2
101,-86,-2089,-11,-8,2
103,-85,-2092,-12,-8,3
98,-89,-2098,-11,-8,2
96,-86,-2094,-12,-9,3
101,-84,-2091,-11,-9,4
105,-86,-2089,-12,-9,3
105,-85,-2095,-11,-8,2
101,-86,-2093,-10,-8,5
105,-88,-2090,-11,-8,3
103,-87,-2090,-11,-8,1
102,-87,-2092,-11,-6,2
106,-87,-2093,-9,-8,3
105,-89,-2098,-10,-10,2
104,-87,-2098,-10,-9,3
102,-79,-2094,-10,-7,3
102,-83,-2094,-10,-9,3
98,-86,-2094,-9,-9,2
103,-87,-2093,-10,-9,3
103,-90,-2091,-9,-8,4
104,-89,-2090,-11,-8,3
112,-88,-2094,-11,-8,2
106,-91,-2097,-9,-7,4
107,-87,-2096,-9,-9,3
108,-86,-2091,-8,-8,2
104,-89,-2094,-9,-8,1
104,-91,-2095,-12,-9,2
102,-85,-2095,-12,-8,2
100,-84,-2092,-10,-8,2
102,-89,-2095,-9,-9,2
98,-85,-2093,-11,-8,3
100,-84,-2096,-11,-8,2
105,-88,-2095,-10,-9,2
110,-87,-2096,-10,-9,2
107,-87,-2096,-11,-8,4
102,-83,-2096,-11,-9,4
106,-89,-2097,-10,-7,3
106,-90,-2096,-10,-8,2
105,-88,-2094,-10,-9,2
98,-87,-2096,-10,-8,2
105,-89,-2099,-10,-8,3
103,-90,-2096,-9,-8,3
100,-90,-2092,-11,-8,3
104,-90,-2094,-10,-9,4
107,-89,-2100,-11,-9,4
109,-89,-2099,-11,-9,4
105,-87,-2092,-10,-9,3
106,-87,-2088,-11,-9,3
108,-85,-2092,-9,-8,3
108,-88,-2093,-9,-8,3
107,-87,-2090,-10,-9,3
102,-88,-2088,-9,-10,2
106,-85,-2093,-11,-8,2
105,-83,-2092,-11,-8,3
101,-84,-2093,-11,-8,2
98,-84,-2092,-11,-9,2
106,-90,-2095,-10,-8,3
107,-82,-2093,-10,-9,3
102,-82,-2094,-11,-9,3
107,-90,-2098,-12,-9,3
105,-86,-2095,-9,-9,3
104,-87,-2090,-9,-9,3
104,-89,-2090,-10,-8,3
103,-88,-2089,-10,-8,3
104,-86,-2097,-12,-9,2
105,-85,-2097,-10,-9,3
104,-89,-2095,-9,-9,2
103,-91,-2091,-11,-10,2
98,-86,-2092,-10,-9,2
