ax,ay,az,gx,gy,gz
-432,-1187,69,1023,-565,-1320
-140,-1106,142,981,-659,-1355
-45,-1106,180,891,-701,-1324
-15,-1107,166,799,-757,-1311
141,-1046,201,756,-707,-1336
268,-1020,282,711,-555,-1346
233,-1024,308,645,-529,-1330
187,-974,348,575,-614,-1334
175,-891,423,506,-622,-1396
94,-892,374,368,-614,-1472
43,-916,260,256,-710,-1530
305,-802,267,224,-827,-1591
624,-735,308,145,-819,-1606
742,-778,222,-8,-755,-1537
782,-842,73,-126,-727,-1475
912,-835,17,-152,-773,-1475
1025,-788,76,-186,-779,-1474
1042,-811,55,-303,-702,-1434
1037,-894,-17,-367,-673,-1358
1048,-884,7,-341,-758,-1266
1003,-862,59,-315,-825,-1177
997,-821,115,-353,-884,-1125
1185,-789,151,-488,-906,-1131
1404,-846,106,-681,-778,-1140
1560,-969,-61,-847,-643,-1108
1658,-1104,-220,-887,-631,-999
1683,-1167,-319,-809,-704,-833
1647,-1152,-386,-702,-740,-670
1626,-1092,-356,-578,-752,-558
1671,-1009,-254,-529,-709,-498
1703,-1004,-191,-583,-615,-444
1705,-1043,-147,-686,-540,-375
1642,-1079,-129,-791,-496,-311
1554,-1169,-158,-907,-468,-259
1549,-1244,-210,-989,-482,-208
1636,-1224,-215,-1028,-510,-150
1742,-1172,-219,-1077,-473,-93
1733,-1197,-319,-1169,-394,-26
1679,-1208,-451,-1232,-349,49
1774,-1217,-526,-1256,-290,73
2004,-1275,-635,-1284,-122,87
2270,-1369,-758,-1289,85,135
2423,-1513,-807,-1224,333,170
2322,-1647,-808,-1131,570,197
2132,-1653,-743,-1035,698,295
1953,-1547,-583,-981,663,463
1821,-1404,-426,-1054,612,625
1657,-1351,-423,-1233,649,715
1495,-1357,-540,-1426,695,754
1402,-1368,-659,-1578,741,769
1285,-1440,-828,-1729,810,800
1126,-1577,-998,-1862,808,915
1015,-1779,-1117,-1927,708,1132
916,-1895,-1107,-1898,544,1353
734,-1936,-1041,-1831,477,1420
592,-1961,-1049,-1784,550,1281
529,-1967,-1069,-1724,675,1064
551,-1923,-1071,-1655,757,893
625,-1892,-1074,-1603,747,819
642,-1857,-1082,-1540,670,839
519,-1863,-1142,-1514,591,889
420,-1879,-1198,-1504,503,893
448,-1862,-1192,-1477,440,864
482,-1855,-1182,-1479,414,873
431,-1907,-1179,-1487,364,949
291,-1980,-1161,-1490,300,1011
204,-1972,-1086,-1479,238,989
189,-1933,-1029,-1468,208,893
180,-1958,-1085,-1479,249,754
157,-2016,-1178,-1469,275,623
149,-2043,-1241,-1435,273,513
167,-2072,-1298,-1405,224,447
172,-2115,-1356,-1365,112,464
104,-2181,-1440,-1317,-33,527
41,-2191,-1473,-1238,-169,552
2,-2180,-1428,-1146,-243,513
-46,-2202,-1369,-1069,-282,442
-46,-2223,-1339,-1003,-329,379
-29,-2281,-1333,-954,-404,346
-5,-2306,-1345,-903,-504,325
12,-2302,-1333,-841,-595,293
-31,-2356,-1401,-786,-660,262
-68,-2402,-1476,-704,-748,227
-81,-2402,-1520,-583,-857,179
-29,-2379,-1569,-457,-937,138
-10,-2400,-1626,-360,-984,114
-90,-2443,-1723,-251,-1086,137
-154,-2412,-1719,-106,-1248,152
-226,-2321,-1612,32,-1390,113
-236,-2230,-1501,99,-1424,-14
-93,-2180,-1432,91,-1311,-211
211,-2175,-1378,93,-1294,-342
509,-2167,-1362,126,-1339,-353
651,-2194,-1402,165,-1335,-314
682,-2209,-1438,233,-1346,-279
779,-2164,-1428,323,-1361,-259
786,-2148,-1408,397,-1357,-206
710,-2156,-1427,445,-1326,-174
689,-2194,-1489,486,-1277,-188
699,-2267,-1571,530,-1215,-184
690,-2302,-1633,603,-1220,-139
689,-2284,-1610,691,-1254,-95
687,-2251,-1568,768,-1238,-87
662,-2206,-1554,833,-1198,-93
657,-2137,-1514,886,-1195,-105
651,-2075,-1445,903,-1122,-182
640,-2043,-1414,891,-929,-267
626,-2064,-1424,872,-789,-366
634,-2056,-1407,898,-723,-440
644,-2021,-1382,926,-689,-476
664,-1988,-1374,945,-662,-462
725,-1931,-1372,954,-645,-401
814,-1912,-1371,972,-634,-345
977,-1908,-1340,983,-585,-325
1094,-1899,-1320,1009,-530,-263
1155,-1860,-1243,1047,-497,-159
1158,-1838,-1177,1058,-426,-86
1069,-1829,-1154,1039,-281,-71
987,-1843,-1171,1008,-83,-128
919,-1873,-1218,1005,63,-176
908,-1847,-1240,1024,112,-170
941,-1799,-1241,1030,127,-101
931,-1837,-1276,1012,172,-25
982,-1869,-1271,1043,229,85
1066,-1869,-1170,1107,206,242
1012,-1825,-1105,1151,146,416
857,-1757,-1059,1174,108,563
748,-1735,-1022,1166,159,603
665,-1701,-1004,1135,322,538
601,-1707,-1023,1096,551,417
657,-1688,-1002,1091,642,329
849,-1605,-905,1072,707,299
909,-1626,-860,991,812,362
863,-1653,-861,939,805,475
833,-1612,-790,941,757,561
704,-1581,-731,914,767,595
531,-1626,-777,835,902,543
434,-1683,-842,772,1069,443
445,-1719,-880,747,1164,350
513,-1766,-917,721,1188,340
487,-1805,-912,700,1151,441
365,-1860,-927,684,1099,548
298,-1913,-912,700,1041,602
225,-1912,-854,746,982,624
100,-1862,-739,782,974,586
-5,-1843,-666,758,1089,433
-82,-1904,-683,706,1218,230
-105,-1992,-747,664,1295,83
-89,-2040,-760,640,1260,74
-187,-2094,-715,622,1165,170
-336,-2124,-644,614,1052,233
-395,-2156,-555,622,966,199
-415,-2171,-498,628,926,122
-414,-2168,-461,640,879,38
-415,-2152,-410,657,814,-36
-453,-2171,-417,659,775,-118
-474,-2182,-440,667,737,-213
-439,-2162,-422,684,712,-309
-428,-2182,-424,680,701,-371
-415,-2202,-435,672,658,-389
-387,-2181,-398,691,552,-367
