ax,ay,az,gx,gy,gz
182,-1082,202,-149,-1132,-1231
307,-1087,102,-193,-1161,-1213
419,-1042,57,-187,-1239,-1135
426,-998,59,-172,-1438,-996
442,-976,154,-179,-1524,-942
518,-946,218,-261,-1434,-1014
578,-919,191,-376,-1238,-1111
695,-943,158,-475,-1108,-1182
868,-970,100,-573,-1083,-1204
1037,-1005,-15,-665,-1052,-1165
1120,-1052,-113,-708,-1130,-1031
1167,-1066,-135,-714,-1317,-862
1242,-1100,-91,-742,-1389,-745
1233,-1142,-67,-790,-1363,-632
1188,-1179,-8,-834,-1418,-561
1242,-1220,-8,-936,-1418,-575
1341,-1263,-110,-1063,-1275,-625
1432,-1329,-275,-1167,-1031,-694
1498,-1377,-371,-1211,-766,-742
1588,-1407,-467,-1224,-583,-741
1726,-1430,-554,-1204,-484,-679
1909,-1517,-586,-1165,-504,-550
1939,-1583,-558,-1104,-528,-373
1953,-1642,-514,-1064,-522,-229
2041,-1697,-603,-1068,-437,-134
2112,-1740,-722,-1062,-271,-45
2066,-1827,-846,-1024,-120,90
1966,-1886,-867,-930,-3,217
1908,-1912,-817,-847,64,318
1882,-1952,-773,-797,184,392
1882,-1948,-742,-774,348,451
1894,-2006,-789,-780,496,539
1879,-2056,-891,-751,606,660
1850,-2065,-948,-683,689,779
1808,-2082,-942,-612,783,904
1752,-2107,-957,-557,882,1012
1695,-2103,-1035,-509,988,1109
1569,-2094,-1053,-435,1105,1228
1375,-2032,-1065,-356,1165,1361
1231,-1959,-1136,-277,1196,1497
1038,-1835,-1021,-141,1189,1657
782,-1699,-861,-74,1168,1797
530,-1682,-795,-89,1126,1895
291,-1671,-739,-100,1117,1905
66,-1657,-672,-117,1216,1821
-110,-1660,-607,-156,1397,1663
-114,-1635,-581,-197,1542,1511
-93,-1571,-591,-216,1571,1469
-167,-1523,-577,-224,1505,1514
-206,-1501,-527,-239,1445,1554
-318,-1495,-607,-260,1469,1597
-516,-1518,-639,-229,1443,1621
-610,-1523,-517,-171,1361,1559
-636,-1508,-405,-176,1367,1461
-790,-1534,-416,-222,1396,1414
-898,-1537,-435,-238,1319,1371
-870,-1487,-448,-260,1247,1299
-967,-1526,-448,-301,1270,1271
-1072,-1525,-404,-325,1201,1289
-1116,-1535,-343,-358,1027,1303
-1181,-1528,-271,-402,880,1347
-1312,-1534,-194,-457,780,1374
-1465,-1537,-177,-525,645,1388
-1609,-1578,-210,-567,535,1359
-1727,-1556,-174,-577,505,1253
-1791,-1552,-127,-627,560,1098
-1834,-1649,-113,-692,661,919
-1789,-1644,-186,-731,743,754
-1747,-1635,-222,-747,628,708
-1807,-1717,-277,-759,423,716
-1801,-1772,-322,-721,235,677
-1695,-1808,-232,-667,39,623
-1620,-1841,-179,-677,-5,568
-1560,-1874,-206,-717,49,509
-1565,-1927,-174,-734,115,462
-1629,-1941,-142,-772,113,439
-1705,-1968,-106,-829,-66,425
-1673,-2040,-213,-928,-311,373
-1618,-2089,-411,-1005,-413,285
-1590,-2135,-574,-1028,-479,216
-1562,-2231,-598,-988,-593,169
-1505,-2292,-581,-953,-639,54
-1333,-2334,-579,-964,-613,-81
-1220,-2384,-532,-984,-604,-146
-1218,-2404,-542,-1018,-692,-125
-1290,-2404,-524,-1020,-904,-63
-1405,-2466,-550,-1048,-1015,-68
-1436,-2598,-749,-1098,-956,-170
-1339,-2707,-836,-1070,-955,-295
-1307,-2792,-854,-1022,-950,-413
-1222,-2869,-969,-1009,-951,-519
-1121,-2961,-1068,-945,-1067,-562
-1037,-3036,-1176,-859,-1228,-583
-985,-3095,-1229,-751,-1342,-620
-976,-3142,-1246,-669,-1408,-706
-886,-3134,-1292,-607,-1388,-849
-798,-3130,-1377,-544,-1311,-988
-760,-3116,-1442,-465,-1356,-1061
-741,-3081,-1439,-375,-1501,-1108
-601,-3055,-1453,-310,-1598,-1197
-464,-3040,-1493,-220,-1531,-1290
-366,-3004,-1492,-117,-1480,-1321
-182,-2968,-1502,-26,-1550,-1313
-25,-2930,-1519,68,-1589,-1278
23,-2916,-1526,161,-1499,-1253
115,-2919,-1584,251,-1398,-1261
289,-2901,-1637,357,-1345,-1293
379,-2868,-1645,487,-1217,-1327
434,-2812,-1619,616,-1071,-1347
593,-2730,-1585,728,-999,-1353
728,-2656,-1596,810,-920,-1311
813,-2607,-1570,897,-831,-1241
887,-2541,-1518,983,-778,-1153
995,-2439,-1476,1060,-747,-1035
1054,-2334,-1382,1144,-758,-888
1034,-2244,-1222,1194,-661,-778
1015,-2169,-1111,1170,-429,-731
1054,-2084,-1086,1130,-279,-666
1051,-2050,-1134,1107,-168,-552
1000,-1998,-1202,1126,-86,-421
974,-1903,-1104,1194,-101,-306
959,-1846,-922,1203,-79,-228
918,-1809,-833,1134,64,-191
833,-1781,-772,1040,293,-206
822,-1762,-704,927,603,-256
831,-1766,-755,816,859,-258
830,-1739,-824,758,1020,-191
799,-1740,-872,753,1026,-82
824,-1732,-852,784,930,76
860,-1679,-729,834,768,277
648,-1663,-611,816,643,464
252,-1708,-557,719,818,455
110,-1719,-506,595,1086,278
220,-1746,-535,449,1157,176
312,-1807,-650,330,1075,240
323,-1854,-656,301,936,404
329,-1882,-549,334,796,607
239,-1865,-454,322,630,803
-72,-1951,-425,257,600,867
-273,-2016,-468,192,918,705
-271,-2094,-628,174,1175,503
-202,-2168,-767,252,1256,424
-290,-2210,-620,417,1355,413
-352,-2223,-357,490,1517,351
-255,-2205,-238,428,1555,342
-293,-2215,-232,350,1430,467
-461,-2204,-246,302,1251,612
-678,-2200,-328,262,1112,687
-935,-2271,-534,255,1157,671
-1006,-2311,-576,370,1155,609
-972,-2275,-472,504,990,577
-1011,-2261,-464,579,911,601
-1092,-2252,-413,690,819,634
-1102,-2191,-281,784,750,605
-1094,-2157,-190,815,827,586
-1131,-2129,-92,865,752,634
-1374,-2087,1,900,637,635
-1705,-2074,86,865,915,435
-1829,-2083,49,796,1312,91
-1780,-2058,-130,779,1498,-140
-1742,-2053,-154,867,1291,-112
-1663,-1968,-78,977,772,55
-1665,-1889,54,1013,382,174
-1862,-1879,127,968,324,176
-1988,-1834,145,912,312,79
-1974,-1778,125,859,210,-36
-1923,-1771,45,822,62,-126
-1918,-1786,42,857,-47,-226
-1918,-1732,133,920,-88,-375
-1880,-1686,141,925,-116,-525
-1812,-1654,140,917,-191,-633
-1648,-1601,146,911,-382,-707
-1491,-1572,171,896,-594,-719
-1394,-1558,207,881,-794,-703
-1279,-1502,275,869,-970,-729
-1117,-1476,325,811,-1045,-779
-998,-1487,304,734,-1044,-822
-896,-1450,279,692,-1101,-834
-795,-1418,264,660,-1210,-820
-723,-1350,243,626,-1336,-796
-671,-1313,223,583,-1390,-809
-616,-1303,190,559,-1423,-844
-539,-1231,202,565,-1461,-885
-477,-1155,279,555,-1500,-916
-399,-1132,322,491,-1535,-948
-307,-1095,309,412,-1552,-975
-281,-1053,296,344,-1571,-976
