ax,ay,az,gx,gy,gz
1039,822,1094,-525,-402,163
1137,827,971,-349,-353,341
1177,794,953,-114,-187,604
1075,832,1041,48,38,816
932,823,1103,78,146,886
854,807,1137,100,90,882
763,792,1152,176,72,872
629,749,1172,326,195,828
569,694,1244,517,282,722
623,680,1314,580,263,679
705,636,1296,422,289,568
790,702,1231,346,271,364
827,696,1196,341,190,321
822,666,1244,352,136,307
787,671,1279,385,63,188
789,594,1355,421,-30,-21
913,537,1503,348,-140,-293
847,527,1554,285,-197,-604
926,691,1573,265,-615,-677
1031,452,1423,-261,-614,-378
1070,610,1356,-443,-512,-380
1107,782,1288,-349,-516,-477
1198,777,1361,-228,-388,-647
1435,675,1473,-169,-297,-755
1636,591,1665,-136,-217,-648
1720,488,1875,-164,-171,-414
1577,475,1950,-269,-157,-230
1394,545,1893,-452,-258,-249
1379,680,1789,-607,-419,-439
1446,852,1699,-754,-551,-670
1559,996,1629,-884,-672,-888
1687,1181,1625,-932,-746,-1054
1776,1406,1609,-1010,-785,-1168
1857,1543,1532,-1070,-851,-1253
1955,1530,1395,-974,-904,-1333
2001,1381,1254,-729,-891,-1381
1998,1184,1140,-428,-837,-1325
1896,993,1147,-120,-706,-1136
1757,804,1289,84,-490,-900
1704,701,1462,182,-279,-734
1641,706,1568,196,-125,-603
1555,757,1590,153,-49,-543
1454,814,1529,49,-79,-556
1435,920,1410,-50,-141,-695
1457,1048,1276,-42,-150,-837
1501,1089,1190,113,-86,-986
1487,1109,1166,431,18,-1112
1457,1025,1249,781,89,-1221
1527,1098,1396,952,25,-1273
1528,881,1398,675,248,-1256
1363,872,1449,660,243,-1098
1268,860,1514,669,-25,-1035
1257,799,1538,459,-376,-1124
1389,763,1408,147,-797,-1196
1492,758,1270,-47,-972,-1213
1453,748,1205,-83,-923,-1236
1421,755,1201,-93,-805,-1273
1459,738,1190,-108,-728,-1244
1475,755,1177,-138,-617,-1086
1397,776,1134,-214,-470,-851
1331,786,1066,-249,-332,-648
1360,792,1002,-206,-226,-541
1388,795,967,-88,-97,-481
1369,839,953,48,-12,-472
1321,933,935,203,29,-692
1329,861,1035,401,84,-1117
1425,758,1143,509,-33,-1327
1522,737,1200,470,-215,-1277
1512,705,1214,345,-291,-1073
1477,693,1238,224,-312,-861
1472,670,1287,122,-301,-707
1426,657,1258,35,-263,-615
1386,698,1167,-29,-221,-539
1389,755,1096,-68,-177,-403
1378,782,1073,-90,-82,-212
1402,799,1103,-45,11,-73
1437,823,1166,64,106,-16
1444,809,1224,70,225,-25
1471,786,1291,24,376,-236
1487,763,1355,-20,334,-380
1458,726,1344,-92,133,-446
1482,773,1266,-154,-61,-531
1530,808,1158,-158,-169,-608
1589,845,1131,-83,-261,-640
1666,865,1159,-7,-351,-598
1709,857,1211,65,-378,-484
1705,831,1271,144,-345,-329
1685,797,1372,191,-247,-156
1636,742,1451,175,-95,24
1603,726,1470,143,42,168
1624,726,1461,111,178,261
1603,728,1467,84,325,337
1563,755,1480,54,427,402
1559,806,1509,39,474,438
1567,831,1562,49,519,442
1546,790,1722,61,556,442
1492,740,1903,-4,503,443
1486,726,1993,-154,413,452
1493,735,2005,-310,424,459
1410,760,1953,-445,478,438
1348,738,1829,-573,498,334
1399,693,1654,-682,555,138
1461,691,1523,-744,832,-79
1463,802,1581,-767,1051,-206
1504,788,1544,-815,735,-147
1563,732,1358,-833,289,-9
1559,663,1218,-850,143,120
1514,629,1099,-789,201,170
1564,622,1052,-648,482,125
1581,612,1172,-508,924,149
1469,691,1363,-391,1128,293
1368,861,1573,-289,819,534
1336,891,1474,-265,338,834
1260,879,1438,-145,314,1034
1130,941,1570,31,596,1114
963,896,1741,113,782,1140
834,979,1810,30,822,1046
804,1097,1866,-42,705,956
827,1013,1680,-65,396,986
756,917,1525,-74,320,984
682,888,1442,-84,292,941
666,890,1321,-64,204,898
714,946,1287,-24,155,847
838,926,1350,-34,145,816
907,900,1457,-29,185,866
836,889,1536,23,219,923
804,808,1611,74,224,888
858,716,1738,63,202,801
