ax,ay,az,gx,gy,gz
-1451,-1169,364,-95,-112,40
-1551,-1257,414,-260,-146,-4
-1596,-1497,428,-503,239,184
-1559,-1730,371,-653,638,736
-1478,-1673,351,-645,632,1492
-1442,-1419,434,-531,373,2051
-1402,-1267,537,-377,16,2056
-1335,-1169,545,-258,-155,1578
-1365,-1088,429,-456,161,1148
-1421,-1335,543,-638,315,843
-1356,-1173,400,-318,112,367
-1422,-1199,363,-100,160,46
-1492,-1137,293,28,20,-127
-1522,-1157,283,-104,-37,-158
-1540,-1308,355,-218,-22,-199
-1503,-1353,387,-175,-29,-259
-1460,-1342,400,-107,-20,-274
-1455,-1353,409,-44,-31,-236
-1482,-1369,379,21,-47,-166
-1484,-1388,346,68,-24,-127
-1458,-1364,334,115,-20,-118
-1448,-1337,355,147,-47,-78
-1438,-1330,377,158,-75,-25
-1464,-1297,353,172,-81,6
-1545,-1235,292,172,-52,12
-1620,-1110,310,101,75,26
-1592,-1134,368,-67,168,110
-1530,-1226,373,-191,227,174
-1473,-1242,408,-233,244,146
-1458,-1242,428,-190,195,68
-1481,-1241,418,-80,109,39
-1483,-1247,376,-21,29,31
-1482,-1284,359,-4,13,8
-1500,-1294,315,-7,39,-2
-1513,-1367,397,20,-4,3
-1451,-1318,357,116,-116,-26
-1470,-1382,395,147,-127,-32
-1478,-1366,393,194,-204,-42
-1469,-1337,398,227,-264,-26
-1458,-1330,410,257,-326,5
-1465,-1293,370,286,-409,2
-1486,-1253,373,322,-487,-65
-1509,-1237,405,326,-495,-169
-1512,-1248,411,298,-447,-231
-1498,-1236,407,270,-405,-223
-1480,-1193,425,233,-365,-180
-1510,-1183,459,183,-316,-134
-1543,-1218,486,135,-261,-103
-1538,-1241,515,97,-225,-102
-1525,-1255,541,82,-226,-116
-1502,-1274,551,81,-251,-149
-1473,-1296,554,74,-273,-194
-1457,-1294,537,76,-285,-224
-1449,-1268,504,68,-280,-211
-1432,-1263,493,48,-241,-174
-1429,-1269,473,20,-195,-132
-1457,-1258,446,-3,-90,-83
-1457,-1273,468,-41,40,-32
-1433,-1304,474,-70,71,15
-1443,-1315,463,-66,66,57
-1523,-1271,408,-59,119,75
-1587,-1193,366,-92,331,73
-1589,-1224,401,-249,529,129
-1558,-1297,412,-444,526,243
-1517,-1368,430,-483,451,265
-1434,-1402,435,-406,305,156
-1383,-1394,450,-269,189,25
-1371,-1375,453,-159,153,-21
-1395,-1335,444,-123,136,37
-1443,-1321,416,-103,107,88
-1456,-1314,408,-77,106,87
-1439,-1299,424,-57,90,81
-1448,-1295,445,-18,35,84
