ax,ay,az,gx,gy,gz
895,-1713,-626,958,917,-1122
888,-1722,-508,948,991,-1060
923,-1643,-423,910,988,-969
976,-1503,-335,857,1015,-860
978,-1446,-321,761,1083,-747
917,-1461,-371,693,1147,-604
889,-1430,-359,719,1188,-511
945,-1304,-244,757,1239,-472
966,-1220,-95,704,1316,-393
918,-1183,-3,590,1387,-282
858,-1167,-31,441,1368,-152
818,-1196,-205,303,1324,-6
784,-1217,-295,298,1330,110
739,-1182,-254,369,1372,188
631,-1137,-156,415,1440,230
502,-1101,-4,430,1541,203
545,-1074,106,392,1677,94
637,-1052,121,329,1738,57
708,-969,111,254,1737,112
792,-898,94,159,1639,232
740,-904,46,101,1577,391
579,-868,16,83,1618,495
458,-863,-2,54,1676,537
351,-919,12,36,1757,555
277,-939,50,49,1817,550
239,-892,146,65,1805,546
145,-901,193,19,1725,572
116,-899,212,-55,1743,552
93,-904,210,-124,1764,526
29,-886,213,-177,1736,522
31,-840,240,-207,1709,499
34,-794,285,-252,1706,498
7,-789,303,-322,1680,566
-98,-797,254,-390,1604,647
-225,-810,276,-443,1550,661
-262,-811,324,-534,1555,618
-311,-856,262,-667,1555,599
-406,-912,220,-730,1521,617
-463,-919,189,-759,1431,646
-527,-900,180,-797,1262,702
-633,-935,173,-844,1165,739
-748,-970,128,-890,1151,711
-849,-981,93,-927,1147,656
-954,-961,109,-958,1097,603
-1130,-1000,161,-992,1041,564
-1306,-1066,160,-1056,1021,476
-1347,-1072,168,-1137,1101,340
-1403,-1127,125,-1241,1247,246
-1480,-1155,111,-1312,1176,224
-1485,-1210,127,-1353,939,210
-1470,-1278,147,-1402,735,183
-1508,-1367,201,-1459,644,135
-1546,-1436,224,-1552,606,89
-1608,-1466,190,-1651,598,12
-1630,-1581,86,-1761,614,-81
-1645,-1717,-134,-1819,681,-184
-1660,-1816,-253,-1787,705,-288
-1638,-1947,-239,-1746,609,-375
-1566,-1984,-296,-1734,458,-449
-1479,-2073,-439,-1739,329,-460
-1346,-2171,-617,-1673,242,-444
-1275,-2224,-731,-1532,138,-375
-1375,-2307,-626,-1345,-22,-228
-1507,-2304,-413,-1204,-295,-118
-1553,-2296,-308,-1210,-556,-98
-1650,-2434,-260,-1286,-631,-135
-1691,-2541,-396,-1404,-527,-317
-1553,-2625,-723,-1488,-330,-569
-1379,-2734,-929,-1390,-300,-696
-1233,-2753,-865,-1185,-516,-684
