ax,ay,az,gx,gy,gz
717,-3111,-1531,500,1466,515
586,-3014,-1440,678,1458,473
473,-2869,-1359,804,1578,364
356,-2738,-1325,883,1733,266
369,-2589,-1297,958,1784,195
391,-2426,-1218,1032,1731,211
401,-2246,-1060,1098,1586,299
429,-2067,-910,1106,1389,426
529,-1927,-820,1079,1182,560
544,-1813,-775,1069,1122,662
477,-1731,-757,1074,1208,699
443,-1639,-757,1098,1292,666
360,-1547,-682,1142,1419,598
300,-1457,-584,1153,1568,497
319,-1392,-590,1134,1641,428
407,-1335,-597,1147,1598,432
521,-1260,-478,1187,1437,520
518,-1173,-277,1180,1243,671
514,-1100,-116,1090,1083,809
531,-1042,-50,951,909,942
619,-996,-61,824,695,1093
595,-881,-49,735,444,1308
410,-821,-83,633,349,1532
149,-858,-194,563,513,1508
-38,-900,-264,547,828,1333
-18,-900,-276,504,1036,1227
68,-813,-278,471,1056,1251
172,-685,-180,478,954,1405
139,-650,-53,486,899,1590
73,-594,63,466,774,1724
39,-525,48,388,618,1811
-113,-510,17,344,575,1863
-294,-455,81,291,632,1820
-404,-472,109,138,729,1738
-456,-580,-46,-56,864,1680
-459,-662,-233,-121,819,1699
-512,-716,-297,-55,540,1804
-701,-764,-117,54,318,1870
-810,-813,95,56,277,1772
-763,-859,117,-48,511,1552
-660,-914,84,-171,753,1393
-658,-951,64,-261,813,1331
-715,-978,108,-326,837,1280
-746,-972,179,-405,898,1230
-841,-959,228,-541,845,1247
-934,-1042,117,-706,687,1320
-1114,-1113,23,-779,543,1390
-1329,-1149,1,-810,387,1408
-1466,-1257,-23,-885,307,1359
-1566,-1357,-34,-967,359,1215
-1607,-1446,-81,-1079,506,1031
-1682,-1552,-214,-1181,627,904
-1758,-1629,-315,-1197,636,844
-1859,-1714,-288,-1169,525,832
-1939,-1825,-250,-1152,313,838
-1926,-1919,-229,-1146,84,872
-1962,-2016,-180,-1131,-65,907
-2022,-2093,-238,-1130,-84,886
-2113,-2241,-391,-1098,-8,879
-2288,-2421,-534,-997,10,882
-2310,-2562,-546,-887,-165,809
-2239,-2664,-428,-792,-361,677
-2184,-2713,-344,-749,-444,548
-2077,-2759,-392,-771,-569,477
-1983,-2865,-512,-749,-796,500
-1926,-2923,-478,-656,-1010,554
-1937,-2983,-372,-586,-1150,585
-2080,-3036,-309,-534,-1147,553
-2166,-3055,-294,-484,-1044,425
-2178,-3118,-320,-441,-1001,253
-2181,-3195,-331,-393,-998,89
-2083,-3260,-347,-384,-1019,-81
-1884,-3368,-479,-399,-971,-257
-1721,-3493,-683,-355,-859,-361
-1618,-3574,-762,-224,-832,-405
-1482,-3604,-672,-82,-890,-463
-1368,-3651,-644,-29,-957,-517
-1338,-3669,-751,-18,-962,-572
-1357,-3660,-887,32,-963,-640
-1357,-3631,-1073,140,-1063,-708
-1324,-3520,-1199,327,-1154,-786
-1294,-3354,-1155,513,-1289,-843
-1262,-3221,-1045,621,-1478,-901
-1177,-3032,-985,674,-1586,-975
-1136,-2859,-941,706,-1568,-1048
-1113,-2694,-887,733,-1547,-1104
-1029,-2534,-803,756,-1619,-1127
-966,-2378,-708,761,-1661,-1125
-920,-2242,-642,744,-1641,-1100
-852,-2168,-661,710,-1596,-1087
-817,-2105,-777,683,-1476,-1087
-729,-2047,-940,704,-1322,-1131
-622,-1958,-1014,813,-1255,-1141
-525,-1819,-900,945,-1323,-1074
-449,-1686,-674,1007,-1442,-1003
-540,-1584,-528,956,-1455,-932
-669,-1524,-482,876,-1403,-920
-620,-1442,-471,832,-1497,-951
-542,-1368,-428,802,-1587,-959
-463,-1273,-338,768,-1603,-962
-455,-1223,-263,696,-1564,-983
-438,-1168,-238,627,-1485,-1027
-291,-1123,-219,578,-1503,-1058
-129,-1090,-217,545,-1443,-1066
-59,-1023,-233,517,-1280,-1057
-38,-976,-242,500,-1175,-1049
-29,-886,-222,505,-1120,-1026
21,-796,-149,501,-1102,-1000
121,-710,-33,452,-1115,-971
159,-666,75,355,-1049,-946
131,-660,121,232,-852,-972
161,-662,73,86,-753,-1004
279,-706,-42,-14,-739,-1001
349,-698,-127,-44,-728,-951
377,-645,-72,-56,-825,-838
372,-555,52,-124,-963,-721
383,-508,22,-278,-1089,-626
383,-488,-56,-410,-1210,-534
358,-481,-50,-512,-1276,-464
373,-533,-39,-613,-1311,-415
378,-586,0,-703,-1231,-396
369,-639,45,-804,-1085,-377
345,-720,0,-919,-910,-398
362,-779,-62,-1018,-726,-460
419,-809,-155,-1103,-647,-444
487,-852,-212,-1172,-746,-342
518,-914,-235,-1246,-861,-240
499,-992,-283,-1325,-851,-174
509,-1100,-355,-1388,-801,-163
591,-1197,-451,-1438,-735,-199
671,-1305,-544,-1452,-528,-276
684,-1385,-597,-1460,-277,-351
678,-1485,-698,-1455,-63,-405
740,-1599,-710,-1409,23,-418
826,-1614,-651,-1389,17,-393
872,-1604,-657,-1452,-28,-291
899,-1677,-696,-1547,-144,-129
950,-1702,-853,-1653,-181,0
990,-1772,-1073,-1732,-115,120
983,-1887,-1200,-1728,-97,227
976,-1990,-1231,-1676,-82,297
949,-2078,-1208,-1615,19,314
898,-2173,-1132,-1580,168,283
884,-2304,-1168,-1589,316,247
959,-2356,-1175,-1583,413,230
1051,-2396,-1275,-1628,514,254
1062,-2482,-1482,-1665,621,335
1014,-2520,-1649,-1643,642,431
1069,-2635,-1743,-1574,579,496
1095,-2747,-1760,-1434,632,538
1072,-2780,-1635,-1289,696,581
1048,-2846,-1588,-1236,797,611
983,-2930,-1710,-1203,1015,637
954,-3009,-1793,-1112,1079,657
869,-3063,-1790,-997,1086,705
762,-3133,-1830,-904,1176,726
679,-3181,-1853,-786,1227,724
556,-3199,-1818,-650,1225,715
366,-3227,-1774,-534,1300,646
245,-3240,-1760,-461,1389,516
217,-3280,-1761,-398,1411,398
191,-3295,-1688,-313,1365,291
201,-3341,-1624,-255,1345,176
214,-3402,-1625,-188,1388,79
247,-3441,-1671,-99,1415,4
243,-3463,-1700,31,1403,-36
264,-3467,-1664,183,1402,-58
223,-3441,-1648,322,1480,-45
28,-3417,-1675,454,1523,-32
-120,-3347,-1673,586,1513,-106
-162,-3235,-1653,710,1510,-223
-169,-3116,-1583,826,1516,-329
-119,-2997,-1548,931,1568,-419
-80,-2865,-1513,1055,1548,-425
-107,-2692,-1333,1193,1433,-381
-94,-2544,-1145,1257,1299,-376
-22,-2412,-998,1258,1268,-409
88,-2265,-912,1215,1276,-402
85,-2152,-897,1154,1265,-346
13,-2063,-918,1109,1289,-309
69,-1989,-956,1092,1311,-316
170,-1885,-971,1118,1328,-296
195,-1795,-994,1162,1308,-219
250,-1705,-997,1246,1152,-105
296,-1543,-803,1370,963,14
303,-1371,-564,1405,867,104
299,-1253,-411,1334,879,140
355,-1148,-330,1212,988,144
404,-1085,-270,1101,1105,202
433,-1041,-204,1019,1159,302
463,-967,-98,935,1182,404
511,-889,-78,817,1195,511
470,-855,-146,733,1136,666
363,-814,-149,697,1032,790
305,-760,-205,646,1043,845
326,-711,-285,614,1048,916
342,-651,-221,656,897,1037
290,-565,-18,677,736,1168
171,-489,111,585,743,1222
-52,-486,161,446,900,1170
-145,-482,190,287,1098,1022
-61,-487,178,136,1203,901
17,-492,166,19,1161,897
125,-517,162,-78,1016,983
230,-536,126,-147,849,1149
266,-536,114,-201,687,1355
63,-570,114,-275,665,1474
-181,-632,85,-395,878,1414
-237,-706,-62,-539,1124,1272
-226,-775,-243,-608,1122,1240
-202,-817,-261,-592,997,1294
-245,-832,-217,-586,904,1396
-379,-863,-189,-616,772,1529
-520,-901,-145,-648,623,1638
-677,-912,-89,-704,504,1706
-941,-941,-84,-793,526,1718
-1244,-1039,-146,-898,611,1637
-1490,-1160,-224,-962,624,1482
-1582,-1232,-248,-1011,560,1290
-1555,-1280,-242,-1080,458,1120
-1521,-1373,-253,-1164,360,1009
-1552,-1474,-306,-1231,291,935
-1618,-1567,-372,-1279,184,876
-1679,-1658,-395,-1303,67,795
-1656,-1729,-382,-1349,55,694
-1689,-1865,-439,-1424,79,647
-1721,-1989,-579,-1487,45,598
-1681,-2095,-667,-1530,4,562
-1720,-2312,-794,-1549,-38,573
-1767,-2461,-966,-1489,-99,587
-1839,-2522,-977,-1353,-246,601
-1925,-2571,-850,-1216,-433,593
-1964,-2613,-757,-1155,-614,569
-2037,-2701,-768,-1129,-697,524
-2118,-2794,-818,-1094,-699,417
-2094,-2849,-852,-1044,-796,281
-2049,-2885,-832,-990,-933,166
-2022,-2977,-866,-950,-972,58
-1935,-3048,-955,-887,-1004,-67
-1820,-3111,-1016,-801,-1054,-164
-1767,-3193,-963,-702,-1124,-246
-1695,-3249,-978,-643,-1147,-363
-1583,-3340,-1070,-582,-1140,-487
-1418,-3390,-1155,-490,-1184,-594
-1330,-3420,-1202,-373,-1237,-660
-1333,-3477,-1206,-241,-1321,-722
-1155,-3497,-1235,-124,-1443,-836
-919,-3504,-1286,-30,-1466,-929
-834,-3541,-1377,84,-1391,-965
-789,-3565,-1423,239,-1403,-988
-678,-3556,-1459,394,-1450,-1020
-581,-3494,-1435,536,-1432,-1059
-467,-3440,-1473,642,-1379,-1090
-359,-3374,-1469,784,-1408,-1052
-331,-3271,-1379,920,-1442,-1004
-324,-3164,-1352,1008,-1373,-977
-369,-3048,-1337,1097,-1293,-975
-436,-2928,-1278,1192,-1223,-995
-410,-2764,-1159,1272,-1183,-1042
-366,-2637,-1063,1294,-1131,-1071
-329,-2517,-976,1310,-1098,-1048
-292,-2393,-904,1328,-1186,-971
-285,-2289,-892,1335,-1282,-870
-353,-2149,-844,1356,-1310,-787
-454,-1985,-724,1357,-1318,-753
-505,-1901,-635,1313,-1247,-779
-502,-1859,-607,1251,-1103,-840
-482,-1785,-702,1192,-971,-903
-493,-1693,-765,1182,-897,-938
-525,-1592,-679,1207,-949,-955
-456,-1491,-538,1193,-1020,-983
-363,-1423,-414,1149,-992,-1002
-404,-1335,-354,1094,-920,-983
-374,-1267,-343,1021,-970,-952
-275,-1159,-315,946,-1055,-897
-285,-1074,-270,877,-1115,-819
-324,-993,-179,792,-1185,-764
-302,-938,-107,667,-1243,-744
-263,-925,-115,528,-1204,-762
-201,-903,-207,422,-1078,-790
-177,-879,-238,366,-961,-808
-150,-830,-188,324,-859,-843
22,-795,-228,259,-775,-871
165,-775,-238,242,-772,-811
188,-722,-143,228,-841,-679
143,-679,-16,160,-956,-570
64,-650,18,30,-1044,-521
2,-666,-47,-118,-1026,-546
23,-653,-148,-230,-880,-624
-12,-675,-239,-299,-776,-667
-11,-681,-267,-341,-757,-705
100,-641,-261,-395,-770,-757
253,-635,-296,-493,-806,-775
418,-693,-414,-581,-783,-749
570,-738,-491,-604,-801,-657
634,-743,-496,-599,-925,-504
661,-788,-437,-602,-1062,-353
656,-788,-369,-618,-1062,-236
569,-796,-262,-664,-981,-158
435,-814,-188,-757,-876,-148
382,-858,-200,-881,-793,-212
446,-916,-303,-1007,-652,-348
593,-951,-432,-1105,-468,-474
724,-1020,-487,-1161,-394,-495
846,-1109,-566,-1206,-444,-436
994,-1182,-626,-1238,-486,-358
1088,-1253,-597,-1245,-471,-239
1112,-1315,-527,-1282,-464,-91
1012,-1410,-533,-1365,-432,41
891,-1475,-690,-1462,-365,109
801,-1547,-815,-1528,-333,135
721,-1644,-984,-1590,-215,92
699,-1750,-1182,-1637,16,-10
797,-1871,-1314,-1638,110,-92
945,-2009,-1438,-1610,191,-119
1030,-2115,-1433,-1541,211,-77
1115,-2265,-1382,-1463,126,9
1232,-2329,-1275,-1415,63,100
1175,-2443,-1307,-1457,87,233
985,-2587,-1506,-1506,184,305
963,-2677,-1698,-1487,261,243
1072,-2820,-1879,-1426,400,132
1183,-2913,-1947,-1313,566,67
1312,-2957,-1853,-1190,602,70
1332,-3027,-1718,-1083,622,141
1301,-3133,-1555,-989,606,219
1345,-3247,-1510,-944,699,270
1239,-3378,-1543,-895,864,344
1037,-3459,-1624,-846,964,369
913,-3515,-1825,-824,1123,274
849,-3555,-2046,-745,1312,130
837,-3607,-2181,-585,1383,30
817,-3589,-2033,-341,1281,18
768,-3482,-1794,-161,1189,31
683,-3439,-1706,-81,1211,20
574,-3435,-1653,17,1241,-37
521,-3381,-1601,119,1283,-116
470,-3343,-1582,195,1293,-155
403,-3295,-1578,270,1344,-210
313,-3237,-1592,356,1442,-299
235,-3145,-1571,456,1501,-390
252,-3064,-1514,563,1511,-474
298,-2948,-1434,686,1626,-553
278,-2838,-1366,793,1716,-577
296,-2734,-1303,880,1687,-577
347,-2611,-1185,948,1615,-549
354,-2489,-1092,970,1539,-481
341,-2409,-1134,969,1480,-412
316,-2326,-1214,1001,1517,-387
279,-2229,-1196,1070,1524,-383
211,-2115,-1113,1129,1548,-398
234,-2004,-1009,1160,1570,-451
396,-1872,-915,1158,1558,-496
569,-1753,-848,1142,1511,-445
670,-1624,-849,1143,1488,-321
693,-1505,-815,1180,1462,-164
697,-1397,-682,1235,1374,-11
762,-1265,-545,1243,1247,122
823,-1181,-437,1205,1229,231
751,-1104,-400,1141,1383,313
650,-1054,-358,1081,1503,350
585,-997,-285,1018,1605,355
599,-914,-231,929,1676,370
613,-857,-257,829,1612,460
602,-820,-291,768,1501,607
607,-763,-241,744,1331,769
578,-684,-152,714,1172,913
580,-645,-121,654,1116,1007
578,-575,-86,595,1148,1075
532,-502,-42,513,1219,1155
449,-477,-13,427,1244,1244
320,-433,5,351,1238,1320
223,-405,72,276,1207,1362
190,-381,160,183,1191,1376
195,-397,193,67,1200,1401
176,-436,140,-49,1226,1440
100,-490,86,-134,1199,1500
83,-532,65,-192,1135,1534
111,-552,62,-251,1103,1551
30,-593,56,-328,1163,1559
-89,-663,13,-404,1264,1539
-154,-709,23,-451,1257,1536
-142,-729,50,-512,1173,1562
-193,-776,31,-595,1118,1618
-350,-809,19,-669,1027,1682
-477,-847,7,-751,962,1699
-575,-901,-86,-835,929,1708
-735,-970,-167,-879,851,1737
-975,-1016,-156,-890,759,1737
-1241,-1091,-80,-921,745,1660
-1392,-1166,-31,-1000,768,1504
-1453,-1234,-119,-1113,750,1376
-1530,-1342,-232,-1205,719,1288
-1608,-1433,-288,-1259,669,1195
-1616,-1509,-325,-1309,606,1097
-1614,-1625,-326,-1357,580,1009
-1613,-1737,-413,-1408,530,959
-1626,-1826,-492,-1430,370,961
-1633,-1908,-537,-1430,151,983
-1723,-2025,-510,-1425,-11,1010
-1866,-2156,-573,-1446,-54,996
-1985,-2288,-778,-1438,-120,943
-2062,-2401,-870,-1351,-210,860
-2131,-2464,-787,-1237,-305,769
-2161,-2532,-689,-1176,-427,692
-2165,-2643,-695,-1142,-560,610
-2182,-2757,-698,-1077,-663,521
-2119,-2785,-652,-1015,-772,428
-2055,-2824,-613,-989,-873,362
-2021,-2887,-626,-966,-979,308
-2032,-2966,-681,-936,-1003,198
-2049,-3076,-738,-913,-896,17
-1882,-3171,-804,-892,-887,-197
-1691,-3272,-935,-838,-868,-341
-1582,-3366,-991,-709,-951,-380
-1433,-3372,-976,-574,-1168,-352
-1388,-3505,-984,-469,-1380,-312
-1339,-3649,-1103,-357,-1421,-372
-1191,-3698,-1169,-196,-1475,-460
-1123,-3768,-1118,-32,-1510,-534
-1084,-3864,-1063,95,-1574,-613
-898,-3926,-1064,180,-1598,-753
-662,-3959,-1132,248,-1472,-883
-481,-3982,-1240,327,-1444,-915
-365,-3985,-1363,449,-1453,-931
-292,-3910,-1509,606,-1430,-973
-228,-3766,-1636,827,-1424,-997
-158,-3561,-1548,1113,-1426,-991
-153,-3337,-1334,1323,-1499,-916
-227,-3111,-1184,1431,-1565,-819
-385,-2935,-1053,1509,-1649,-766
-494,-2748,-941,1555,-1641,-797
-523,-2534,-816,1564,-1587,-877
-553,-2364,-712,1528,-1547,-947
-526,-2221,-642,1485,-1488,-999
-491,-2060,-555,1433,-1430,-1016
-407,-1940,-488,1358,-1391,-996
-305,-1812,-400,1272,-1326,-937
-317,-1732,-401,1172,-1276,-834
-348,-1649,-452,1119,-1337,-720
-408,-1524,-428,1105,-1416,-640
-539,-1448,-384,1057,-1391,-642
-685,-1436,-434,995,-1250,-746
-663,-1398,-578,972,-1125,-897
-506,-1340,-649,1011,-1115,-1000
-451,-1267,-530,1073,-1119,-1033
-378,-1174,-376,1079,-1177,-1015
-299,-1114,-284,1028,-1372,-939
-315,-1046,-211,958,-1442,-879
-320,-974,-123,868,-1404,-898
-292,-939,-108,752,-1320,-951
-240,-917,-143,653,-1215,-1008
-209,-895,-184,579,-1125,-1071
-161,-893,-192,528,-995,-1139
-49,-842,-124,493,-959,-1164
77,-809,-62,428,-1104,-1108
176,-795,-43,336,-1145,-1042
271,-806,-63,245,-1123,-983
364,-826,-105,164,-1124,-902
485,-838,-145,102,-1177,-795
593,-836,-166,45,-1271,-650
617,-819,-168,-19,-1282,-534
587,-797,-166,-75,-1189,-467
564,-757,-132,-120,-1101,-410
538,-733,-67,-174,-986,-366
527,-721,-11,-243,-847,-350
627,-702,45,-323,-778,-318
