ax,ay,az,gx,gy,gz
-9,-2615,-1295,290,-942,-118
-120,-2577,-1259,354,-988,-72
-152,-2578,-1308,379,-909,-168
-135,-2594,-1343,426,-755,-379
-45,-2595,-1383,495,-557,-642
80,-2607,-1429,583,-421,-805
178,-2541,-1406,694,-384,-794
172,-2472,-1318,789,-375,-712
62,-2428,-1270,868,-388,-652
-21,-2353,-1242,936,-480,-568
-67,-2283,-1183,981,-576,-466
-149,-2220,-1123,1004,-610,-434
-231,-2157,-1084,1017,-602,-499
-229,-2095,-1027,1013,-561,-607
-209,-2028,-984,990,-505,-690
-214,-1991,-971,960,-475,-735
-201,-1949,-967,936,-475,-761
-158,-1938,-987,920,-465,-771
-92,-1929,-995,923,-464,-768
-42,-1904,-972,940,-475,-754
-42,-1898,-953,952,-488,-715
-48,-1899,-928,957,-515,-670
-17,-1953,-899,935,-509,-623
23,-1979,-922,936,-525,-588
-5,-2022,-963,961,-551,-535
-19,-2007,-988,1004,-582,-508
-45,-1937,-950,1047,-551,-543
-110,-1898,-942,1046,-466,-621
-96,-1849,-917,1041,-389,-707
-12,-1830,-896,1040,-337,-774
56,-1792,-861,1051,-323,-778
64,-1751,-799,1056,-354,-683
66,-1708,-691,1047,-406,-578
56,-1669,-630,1016,-470,-495
-10,-1618,-612,980,-532,-445
-70,-1586,-629,929,-555,-455
-101,-1573,-658,873,-550,-503
-98,-1570,-660,817,-534,-565
-74,-1563,-670,761,-509,-634
-15,-1540,-641,730,-533,-675
77,-1511,-573,705,-575,-661
144,-1520,-525,659,-601,-584
101,-1527,-494,632,-659,-481
30,-1497,-489,619,-723,-434
28,-1463,-480,585,-729,-458
59,-1447,-467,520,-683,-519
68,-1440,-490,443,-624,-608
60,-1469,-559,369,-580,-692
107,-1517,-631,314,-571,-739
161,-1547,-670,294,-608,-728
153,-1544,-683,313,-655,-698
148,-1488,-605,355,-729,-677
199,-1347,-452,361,-802,-660
258,-1254,-341,289,-801,-636
141,-1279,-347,162,-782,-606
48,-1305,-389,58,-793,-660
92,-1266,-388,-18,-827,-762
123,-1232,-406,-117,-853,-824
118,-1256,-504,-237,-867,-875
173,-1306,-642,-318,-910,-911
391,-1328,-751,-343,-924,-913
630,-1329,-769,-345,-885,-886
695,-1353,-726,-328,-805,-862
675,-1294,-613,-291,-752,-863
653,-1211,-448,-302,-705,-891
663,-1182,-363,-388,-663,-913
690,-1207,-370,-502,-672,-884
689,-1266,-477,-618,-713,-809
666,-1351,-613,-699,-777,-727
701,-1400,-687,-725,-857,-656
873,-1432,-710,-748,-860,-609
1086,-1479,-717,-786,-739,-597
1141,-1582,-751,-807,-553,-625
1159,-1603,-691,-751,-466,-642
1170,-1508,-539,-728,-398,-654
1139,-1476,-488,-807,-338,-663
1114,-1490,-523,-888,-338,-619
1159,-1506,-623,-980,-379,-509
1216,-1541,-752,-1023,-489,-330
1276,-1497,-811,-1036,-552,-161
1282,-1512,-869,-1082,-493,-53
1196,-1578,-971,-1086,-402,0
1269,-1611,-985,-1038,-270,-23
1399,-1601,-935,-1005,-164,12
1329,-1560,-820,-977,-116,134
1226,-1544,-740,-1010,-91,219
1191,-1554,-713,-1082,-76,250
1160,-1577,-786,-1171,-58,279
1103,-1671,-928,-1280,-43,336
1087,-1810,-1103,-1348,-19,381
1060,-1917,-1239,-1346,27,388
1021,-1972,-1328,-1278,85,355
1124,-1955,-1331,-1190,170,308
1222,-1963,-1283,-1119,292,300
1165,-2006,-1216,-1055,396,318
1141,-1966,-1128,-979,420,338
1186,-1923,-1060,-963,393,400
1237,-1992,-1103,-1034,392,493
1260,-2141,-1230,-1101,416,570
1253,-2326,-1378,-1103,451,602
1317,-2433,-1490,-1041,497,599
1393,-2540,-1610,-947,584,599
1398,-2678,-1728,-819,695,607
1373,-2722,-1718,-625,800,586
1323,-2719,-1656,-423,900,540
1264,-2711,-1600,-249,974,510
1177,-2656,-1510,-110,1037,509
1071,-2624,-1435,-25,1092,530
1032,-2586,-1369,42,1145,538
998,-2567,-1334,93,1228,531
993,-2531,-1368,169,1278,506
