ax,ay,az,gx,gy,gz
-4081,-1282,1063,-528,891,-377
-3800,-1298,833,-893,1091,-1250
-3286,-1243,620,-1054,905,-1928
-2730,-1206,459,-1157,614,-2378
-2300,-1195,337,-1234,350,-2656
-2005,-1196,199,-1278,94,-2838
-1846,-1194,89,-1293,-124,-2984
-1745,-1181,-21,-1273,-170,-3198
-1620,-1114,-118,-1236,-37,-3480
-1486,-1014,-232,-1233,138,-3762
-1367,-963,-309,-1236,249,-4018
-1212,-919,-279,-1220,278,-4289
-1014,-867,-220,-1224,277,-4577
-778,-804,-235,-1299,278,-4850
-570,-769,-357,-1388,370,-5095
-374,-729,-496,-1383,505,-5346
-170,-679,-603,-1307,647,-5612
39,-612,-639,-1196,793,-5880
259,-532,-604,-1099,1043,-6161
470,-448,-527,-1051,1489,-6447
667,-332,-526,-1013,1890,-6662
864,-220,-565,-924,1964,-6757
1136,-105,-567,-777,1827,-6760
1448,29,-448,-611,1636,-6681
1760,189,-290,-516,1548,-6548
1913,200,-253,-461,1605,-6310
2088,184,-361,-518,1369,-6051
2381,304,-399,-401,1167,-5915
2751,418,-373,-211,1103,-5730
3102,551,-333,-86,1061,-5330
3363,577,-336,-23,934,-4768
3616,588,-332,69,817,-4195
3843,704,-293,181,670,-3602
4069,782,-226,293,490,-2968
4230,906,-62,425,217,-2285
4313,974,147,537,-128,-1605
4332,1008,304,566,-410,-979
4285,1059,422,516,-469,-426
4185,1065,501,374,-321,63
4021,991,482,158,-66,480
3859,918,374,-90,244,823
3726,827,216,-290,449,1157
3594,731,9,-434,523,1493
3451,630,-233,-537,588,1819
3314,545,-392,-580,630,2153
3172,469,-422,-561,605,2491
3034,382,-428,-517,536,2805
2905,297,-415,-466,530,3080
2819,199,-403,-428,585,3340
2740,96,-480,-411,610,3644
2579,38,-575,-345,556,4000
2351,-25,-579,-234,497,4342
2128,-94,-600,-127,445,4649
1922,-148,-668,6,323,4941
1694,-189,-683,193,180,5210
1443,-223,-589,389,39,5428
1210,-280,-460,536,-92,5574
1016,-355,-365,628,-162,5670
865,-432,-330,690,-151,5732
795,-487,-332,761,-198,5801
732,-532,-285,855,-375,5911
714,-536,-223,948,-540,6048
659,-551,-182,997,-549,6199
475,-584,-202,1005,-462,6368
244,-605,-272,1045,-438,6554
6,-600,-324,1163,-608,6748
-214,-585,-296,1346,-908,6925
-439,-573,-150,1558,-1222,7061
-763,-533,50,1758,-1566,7120
-1167,-524,225,1899,-1865,7067
-1571,-603,409,1947,-1830,6845
-1892,-677,562,1910,-1548,6487
-2066,-728,589,1857,-1392,6107
-2177,-736,567,1861,-1446,5765
-2333,-735,730,1925,-1590,5449
-2570,-721,1068,1962,-1515,5058
-2887,-733,1355,1844,-1135,4554
-3124,-741,1473,1620,-723,4021
-3201,-790,1558,1405,-560,3528
-3130,-833,1716,1210,-513,3070
-3184,-835,1873,947,-231,2642
-3469,-884,1906,594,253,2205
-3727,-947,1826,256,569,1724
-3782,-994,1691,-6,617,1237
-3820,-1074,1550,-198,572,800
-3845,-1079,1449,-299,564,398
-3839,-1089,1467,-324,608,11
-3853,-1118,1610,-426,610,-425
-3801,-1116,1678,-575,588,-813
-3642,-1109,1599,-774,510,-1153
-3466,-1115,1469,-941,466,-1470
-3316,-1131,1366,-1075,474,-1792
-3119,-1082,1247,-1221,462,-2109
