ax,ay,az,gx,gy,gz
1715,-1874,-182,-1412,-1472,-500
2294,-2127,-242,-1486,-1315,-328
2444,-2215,-76,-1364,-1329,-119
2386,-2255,92,-1189,-1478,121
2272,-2425,55,-986,-1745,313
2167,-2403,-33,-862,-2024,391
2339,-2392,-104,-898,-2087,412
2369,-2652,-192,-959,-1997,478
2125,-2538,-117,-1037,-1579,379
2551,-2696,-717,-1191,-1049,145
2472,-2876,-1012,-911,-1088,444
2257,-2644,-798,-515,-922,553
2137,-2430,-545,-280,-824,497
2103,-2345,-452,-186,-692,519
2066,-2324,-483,-164,-504,584
1936,-2321,-505,-138,-412,654
1978,-2282,-581,-159,-427,677
2043,-2232,-628,-137,-407,744
1923,-2281,-702,-143,-359,937
1655,-2276,-815,113,-73,944
1655,-2141,-891,312,388,467
1892,-2125,-1122,262,618,333
1881,-2120,-1158,384,548,709
1642,-2051,-894,562,279,1025
1514,-1994,-739,615,57,1137
1398,-1902,-606,756,-31,1151
1233,-1786,-385,892,2,1062
1198,-1560,-164,835,315,834
1360,-1295,-38,463,840,566
1458,-1162,-3,18,1366,504
1447,-1371,-122,-463,1794,659
1505,-1675,-390,-857,2035,809
1564,-1861,-622,-1001,2002,928
1500,-1944,-690,-915,1825,1041
1304,-1949,-669,-716,1708,1120
1110,-1889,-603,-562,1593,1180
889,-1859,-569,-544,1473,1246
630,-1870,-643,-619,1382,1261
350,-1864,-771,-609,1338,1241
-35,-1906,-823,-546,1539,1269
-391,-1928,-763,-542,1960,1122
-635,-1981,-691,-587,2334,775
-714,-2086,-629,-634,2497,409
-588,-2104,-645,-668,2520,220
-512,-2123,-638,-632,2272,307
-737,-2145,-550,-563,1889,576
-1262,-2203,-527,-566,1630,813
-1666,-2228,-517,-641,1367,852
-1744,-2199,-468,-726,1135,655
-1637,-2226,-497,-840,1122,335
-1468,-2383,-659,-941,1200,20
-1187,-2482,-839,-924,1140,-204
-930,-2471,-878,-732,940,-274
-736,-2429,-777,-530,612,-222
-493,-2381,-639,-391,293,-144
-286,-2347,-539,-303,98,-90
-135,-2306,-469,-233,-45,-64
-17,-2254,-431,-183,-175,-40
-4,-2266,-435,-171,-247,19
-11,-2300,-435,-206,-210,49
-47,-2374,-432,-260,-54,-13
-20,-2437,-448,-312,166,-160
-7,-2530,-515,-342,356,-297
-29,-2648,-578,-342,425,-344
-33,-2783,-608,-317,399,-297
-73,-2953,-649,-287,287,-172
-213,-3043,-723,-247,71,-41
