ax,ay,az,gx,gy,gz
959,-3552,-963,-68,-85,-404
866,-3502,-821,81,-114,-336
770,-3445,-727,183,-173,-297
730,-3359,-666,259,-242,-296
645,-3292,-664,291,-266,-299
444,-3287,-780,294,-200,-355
283,-3257,-937,322,-83,-484
243,-3310,-1219,400,106,-661
365,-3339,-1448,649,267,-862
566,-3174,-1324,987,273,-919
606,-2998,-1031,1239,193,-799
531,-2822,-750,1380,95,-660
484,-2616,-497,1372,41,-553
494,-2443,-305,1235,66,-526
511,-2335,-144,1024,93,-543
450,-2262,-53,806,47,-573
260,-2292,-262,612,62,-654
148,-2403,-812,538,132,-790
303,-2466,-1319,678,160,-868
565,-2476,-1457,979,145,-807
665,-2390,-1313,1302,162,-660
555,-2182,-951,1599,88,-537
448,-1905,-500,1767,31,-537
452,-1704,-152,1700,133,-640
465,-1598,36,1497,294,-746
453,-1489,185,1250,317,-794
501,-1408,341,961,277,-801
518,-1456,166,662,241,-794
434,-1679,-510,454,196,-777
537,-1915,-1120,530,170,-811
732,-1927,-1264,908,21,-845
814,-1708,-982,1343,-180,-789
761,-1384,-489,1593,-347,-647
615,-1147,-90,1566,-363,-567
536,-1078,87,1351,-176,-616
566,-1082,86,1073,108,-694
711,-1072,37,834,200,-727
810,-997,129,687,105,-642
783,-905,244,540,63,-508
727,-892,155,376,72,-442
748,-922,-5,264,25,-405
796,-955,-145,239,-66,-338
865,-957,-212,292,-130,-265
902,-910,-184,400,-175,-217
902,-781,-47,509,-232,-168
935,-589,199,515,-269,-119
886,-467,405,381,-191,-98
828,-400,493,192,-27,-124
789,-380,460,-2,171,-182
788,-385,371,-162,184,-220
807,-400,270,-275,106,-186
808,-445,113,-346,36,-102
817,-438,14,-376,-83,23
894,-426,35,-405,-196,185
938,-415,121,-465,-245,331
862,-426,174,-569,-193,410
829,-471,169,-702,-117,440
844,-502,183,-836,-52,467
794,-510,155,-965,-37,536
735,-565,85,-1084,-83,643
685,-708,-21,-1205,-107,767
672,-860,-118,-1292,-126,869
689,-1013,-175,-1329,-158,996
726,-1158,-204,-1350,-196,1131
687,-1268,-248,-1352,-134,1210
597,-1369,-355,-1330,6,1183
518,-1414,-437,-1267,83,1098
437,-1367,-475,-1187,45,1096
406,-1339,-440,-1170,19,1166
334,-1557,-465,-1317,128,1286
292,-1991,-742,-1496,271,1230
245,-2304,-969,-1461,343,1285
322,-2482,-996,-1377,291,1325
378,-2642,-946,-1259,329,1225
376,-2690,-820,-1149,356,1030
412,-2669,-690,-1052,411,875
518,-2734,-736,-1073,432,782
702,-2879,-795,-1135,425,733
908,-3067,-775,-1173,400,782
974,-3270,-700,-1167,332,893
749,-3408,-664,-1113,309,985
374,-3460,-769,-1019,303,955
89,-3495,-905,-927,267,779
-123,-3589,-1054,-831,314,562
-226,-3668,-1199,-729,386,338
-160,-3652,-1298,-575,389,186
-63,-3653,-1237,-409,297,180
-2,-3635,-974,-269,175,248
30,-3556,-702,-199,210,240
67,-3544,-611,-171,175,186
109,-3574,-613,-134,43,157
94,-3555,-599,-76,-78,152
95,-3525,-608,-36,-131,99
158,-3573,-693,0,-107,-32
252,-3645,-810,111,-47,-198
493,-3710,-920,284,51,-367
750,-3734,-963,502,98,-476
944,-3686,-913,738,124,-544
1071,-3617,-868,951,165,-591
1144,-3485,-800,1121,206,-597
1181,-3335,-739,1233,245,-571
1215,-3192,-640,1297,317,-555
1196,-3052,-552,1299,449,-559
1106,-2931,-491,1279,560,-592
1010,-2777,-448,1263,618,-647
940,-2642,-486,1250,646,-693
867,-2622,-786,1259,701,-699
896,-2616,-1104,1368,793,-675
941,-2498,-1159,1580,847,-573
856,-2322,-996,1815,834,-424
696,-2109,-685,1992,795,-344
523,-1902,-363,2071,804,-360
376,-1706,-98,1995,773,-403
285,-1548,116,1785,761,-472
233,-1387,310,1507,826,-539
225,-1215,558,1196,748,-554
211,-1109,689,813,609,-516
134,-1145,369,426,537,-480
-28,-1437,-499,249,639,-532
141,-1672,-1137,430,672,-578
486,-1568,-1060,836,503,-478
365,-1332,-559,1234,433,-254
46,-1008,28,1393,384,-161
-105,-805,425,1262,386,-278
-101,-735,584,960,370,-426
-8,-711,562,609,376,-494
95,-739,475,280,365,-480
183,-765,427,28,306,-447
133,-814,248,-135,269,-468
65,-890,-50,-186,217,-529
146,-941,-283,-137,177,-539
220,-970,-408,-22,138,-428
139,-994,-341,111,60,-261
