ax,ay,az,gx,gy,gz
-678,-2178,-125,-388,1436,-2970
-566,-2138,-109,-238,1173,-2649
-526,-2126,-67,-137,917,-2278
-488,-2039,-54,-98,778,-1928
-443,-2043,-38,-54,622,-1601
-400,-2043,-13,-41,327,-1288
-303,-2011,-46,-112,101,-1135
-169,-2014,-122,-99,9,-1023
-93,-2080,-189,-5,-136,-833
-61,-2144,-258,99,-351,-613
-84,-2079,-260,224,-598,-268
-156,-2038,-204,297,-923,142
-240,-2015,-130,317,-1253,575
-314,-1955,-53,307,-1425,902
-349,-1929,-6,323,-1412,1059
-366,-1984,-51,390,-1337,1143
-408,-1985,-49,473,-1446,1331
-428,-1914,-22,556,-1775,1664
-495,-1868,-63,603,-1873,1897
-657,-1914,-35,670,-1750,2079
-727,-1871,34,726,-1647,2174
-775,-1849,117,769,-1530,2222
-781,-1921,161,771,-1522,2366
-794,-1844,269,733,-1547,2514
-879,-1800,380,637,-1310,2245
-903,-1826,412,509,-874,1753
-876,-1872,381,395,-518,1244
-813,-1916,367,301,-333,780
-809,-1898,401,249,-239,415
-902,-1892,418,223,-126,150
-990,-1947,358,219,-62,67
-976,-1862,365,231,-146,189
-974,-1736,479,232,-224,353
-1002,-1629,614,179,-243,428
-1162,-1566,862,38,-169,364
-1431,-1646,943,-303,264,-162
-1146,-1481,596,-628,808,-1082
-936,-1405,562,-557,1076,-1271
-1038,-1565,527,-653,867,-1105
-978,-1626,330,-790,698,-1117
-886,-1676,231,-831,684,-1203
-779,-1778,122,-831,638,-1232
-746,-1902,46,-700,379,-1118
-822,-1929,41,-539,17,-993
-856,-1816,116,-367,-190,-840
-1032,-1836,153,-370,-291,-508
-1094,-1918,101,-412,-465,-233
-924,-1878,125,-291,-609,-571
-952,-1900,180,-235,-586,-951
-1043,-1942,203,-257,-497,-1085
-880,-1929,227,-273,-515,-1102
-722,-1982,232,-261,-519,-1090
-584,-2016,162,-234,-425,-1149
-442,-1966,159,-186,-352,-1166
-373,-1973,123,-176,-259,-1122
-318,-2043,72,-188,-132,-1016
-230,-2079,29,-148,-21,-797
-214,-2069,57,-54,119,-541
-273,-2013,202,-35,349,-340
-473,-2094,368,-144,576,-309
-547,-2145,332,-246,963,-560
-452,-2050,175,-239,1519,-896
-503,-2039,31,-162,1788,-1112
-701,-2096,-6,-52,1561,-1193
-667,-2075,41,65,1245,-1262
-426,-1955,69,173,939,-1208
-250,-1858,78,230,630,-944
