ax,ay,az,gx,gy,gz
-376,-2124,-325,-15,-287,-822
-375,-2034,-286,115,-128,-740
-358,-2049,-223,209,-203,-628
-261,-1960,-232,314,-475,-477
-226,-1835,-57,425,-650,-345
-292,-1839,154,359,-570,-375
-290,-1916,117,189,-507,-498
-319,-1832,111,131,-440,-613
-299,-1783,137,76,-226,-762
-159,-1766,43,-35,-148,-830
-65,-1797,-96,-64,-224,-761
42,-1777,-198,7,-277,-675
143,-1744,-202,76,-335,-577
85,-1759,-96,126,-298,-483
10,-1740,67,197,-246,-473
87,-1667,180,235,-194,-555
207,-1596,212,211,-33,-615
200,-1566,209,166,173,-604
169,-1547,140,168,236,-520
200,-1461,159,258,148,-390
165,-1398,176,287,66,-274
76,-1381,81,263,-133,-154
1,-1371,39,278,-369,-95
-111,-1349,61,285,-381,-154
-39,-1270,97,280,-351,-277
189,-1164,222,256,-381,-361
272,-1142,336,150,-222,-391
167,-1161,374,26,24,-408
118,-1168,417,-48,108,-465
225,-1170,365,-117,89,-512
424,-1194,155,-144,54,-449
469,-1292,19,-54,55,-296
404,-1356,-8,96,24,-163
367,-1335,52,215,-23,-87
374,-1324,208,247,-34,-51
251,-1368,368,145,23,-56
133,-1404,389,-18,147,-116
163,-1447,312,-158,210,-205
233,-1434,290,-241,100,-210
299,-1398,308,-301,-110,-144
353,-1443,184,-380,-252,-80
345,-1529,-87,-383,-178,-23
229,-1545,-249,-248,-71,31
122,-1495,-210,-67,-98,31
136,-1431,-55,38,-187,-33
171,-1363,74,42,-124,-116
137,-1271,146,-5,131,-214
99,-1214,170,-68,231,-283
171,-1150,199,-128,214,-327
268,-1135,233,-202,251,-350
281,-1165,224,-282,276,-331
347,-1209,107,-317,223,-283
419,-1239,-21,-274,144,-229
417,-1280,-47,-187,11,-145
380,-1276,50,-97,-137,-63
354,-1305,221,-77,-289,-33
335,-1290,319,-135,-320,-51
331,-1277,348,-246,-219,-81
367,-1314,277,-396,-80,-115
432,-1331,115,-505,136,-139
516,-1385,-18,-535,183,-41
521,-1435,-55,-494,-48,172
447,-1490,-11,-460,-239,344
347,-1542,-97,-461,-133,367
263,-1540,-134,-428,12,278
252,-1506,-66,-433,13,181
256,-1516,-37,-487,143,112
207,-1540,-121,-541,294,105
207,-1560,-206,-513,197,175
264,-1595,-196,-430,-33,303
277,-1628,-127,-377,-291,481
301,-1743,-142,-361,-429,614
243,-1810,-262,-331,-371,664
59,-1807,-290,-297,-205,647
-28,-1804,-189,-267,-35,571
-1,-1846,-200,-269,28,529
-4,-1897,-303,-231,0,581
-125,-1967,-368,-144,15,634
-199,-1985,-293,-46,-100,673
-262,-2059,-86,30,-315,720
-288,-2103,30,34,-422,698
-220,-2128,53,-26,-405,624
-242,-2191,109,-105,-303,535
-254,-2214,-28,-216,-163,403
-242,-2237,-207,-289,-5,274
-219,-2315,-253,-289,159,139
-102,-2305,-308,-256,349,-6
21,-2333,-444,-189,361,15
-1,-2396,-474,-26,216,157
-84,-2388,-288,152,6,222
-82,-2305,81,180,-124,179
-53,-2278,241,7,-58,116
-94,-2398,100,-215,86,116
-163,-2464,-91,-303,147,136
-215,-2511,-290,-282,14,177
-137,-2474,-369,-183,-177,222
-32,-2429,-324,-56,-315,256
4,-2423,-195,13,-334,264
-63,-2430,-56,-21,-154,220
-201,-2491,14,-134,78,81
-206,-2475,-25,-269,251,-99
-146,-2487,-279,-328,331,-170
-85,-2494,-473,-230,281,-121
-32,-2410,-461,-36,74,-14
-23,-2329,-253,110,-205,103
9,-2286,-81,115,-283,148
11,-2249,3,38,-222,120
21,-2208,5,-51,-97,53
50,-2134,-28,-104,29,25
14,-2088,-38,-125,16,50
-22,-2035,-54,-143,-14,42
-35,-2024,-194,-160,46,30
9,-2026,-271,-109,24,57
122,-1956,-190,6,-105,131
225,-1932,-81,86,-303,255
284,-1920,49,68,-442,382
258,-1912,114,-33,-370,452
160,-1978,71,-184,-247,477
179,-2036,-4,-293,-117,485
208,-2076,-174,-337,80,553
148,-2107,-260,-331,108,692
93,-2108,-241,-319,31,799
35,-2166,-382,-350,178,854
-76,-2214,-589,-311,461,885
-231,-2202,-562,-164,484,904
-292,-2126,-376,-35,221,890
-334,-2111,-176,25,-54,846
-367,-2148,-73,18,-226,770
-357,-2191,-68,-29,-230,679
-325,-2233,-58,-90,-141,619
-327,-2317,-96,-164,-53,610
-369,-2450,-156,-202,-24,620
-271,-2538,-224,-203,42,637
-257,-2583,-371,-188,275,688
-372,-2663,-464,-139,334,763
-442,-2773,-481,-61,210,795
-440,-2821,-258,-7,154,782
-447,-2860,-69,-66,385,697
-443,-2965,-136,-205,730,588
-450,-3125,-342,-289,978,535
-522,-3279,-497,-230,989,557
-654,-3376,-464,-87,790,592
-759,-3462,-423,41,505,592
-836,-3512,-381,156,222,547
-941,-3551,-289,229,8,452
-1020,-3584,-191,226,-167,296
-1008,-3577,-181,184,-228,76
-917,-3567,-272,134,-199,-140
-785,-3551,-408,120,-148,-314
-628,-3452,-446,157,-136,-438
-461,-3332,-421,180,-154,-508
-337,-3277,-437,158,-59,-541
-264,-3285,-522,162,144,-559
-284,-3278,-629,255,271,-506
-402,-3240,-647,421,213,-386
-517,-3178,-581,611,-57,-292
-543,-3057,-341,751,-359,-272
-639,-2932,-121,763,-510,-287
-708,-2771,9,679,-528,-361
-659,-2672,30,507,-405,-530
-565,-2640,-27,322,-246,-698
-484,-2552,-77,211,-63,-797
-370,-2477,-105,140,19,-838
-290,-2493,-210,89,69,-817
-303,-2504,-355,113,185,-740
-390,-2439,-398,219,205,-656
-509,-2412,-323,307,71,-619
-608,-2380,-173,361,-90,-642
-652,-2310,-138,367,-251,-701
-601,-2203,-49,336,-511,-765
-442,-2068,81,247,-614,-831
-312,-2002,84,71,-447,-885
-225,-2022,-71,-117,-255,-868
-221,-2096,-365,-185,-320,-741
-399,-2166,-534,-62,-598,-596
-488,-2115,-486,176,-701,-585
-354,-2058,-369,376,-720,-673
-215,-1933,-179,522,-653,-711
-205,-1862,94,528,-418,-694
-231,-1810,246,415,-107,-702
-305,-1792,289,274,94,-717
-307,-1774,207,142,132,-732
-210,-1774,91,24,-30,-706
-220,-1830,-39,-51,-268,-621
-261,-1898,-304,-60,-444,-557
-244,-1930,-456,47,-672,-557
-153,-1908,-353,214,-820,-624
19,-1839,-221,292,-823,-709
90,-1819,-20,298,-670,-785
98,-1787,133,238,-408,-867
185,-1783,149,147,-125,-947
342,-1789,72,88,96,-967
456,-1781,-50,76,239,-892
433,-1808,-109,86,238,-766
338,-1853,-199,90,226,-676
299,-1850,-278,119,165,-601
244,-1887,-186,184,-24,-525
268,-1861,-15,242,-157,-520
344,-1827,74,244,-223,-508
344,-1823,135,204,-296,-426
312,-1802,218,142,-351,-363
376,-1770,146,41,-418,-323
408,-1785,98,-55,-495,-250
452,-1764,74,-118,-375,-215
437,-1821,33,-159,-119,-206
330,-1868,-92,-160,98,-172
252,-1927,-243,-83,157,-134
170,-1915,-258,86,-4,-98
31,-1905,-105,223,-236,-80
-50,-1849,119,257,-346,-147
127,-1749,214,188,-323,-286
368,-1703,169,58,-119,-358
446,-1664,100,-56,89,-307
382,-1760,19,-153,9,-183
341,-1815,-49,-169,-90,-116
387,-1810,-189,-88,-69,-86
309,-1837,-351,-6,-133,10
165,-1892,-417,116,-208,49
73,-1823,-286,317,-261,-51
73,-1719,3,424,-361,-188
119,-1627,128,355,-237,-333
210,-1513,147,246,-61,-458
357,-1484,220,115,38,-563
427,-1476,269,-36,177,-599
415,-1455,233,-166,313,-544
