ax,ay,az,gx,gy,gz
71,-2094,-212,-29,-12,32
77,-2075,-210,-20,-12,14
88,-2075,-207,-28,-14,22
93,-2079,-198,-38,-10,28
98,-2093,-210,-39,-9,15
89,-2107,-230,-34,-6,8
84,-2121,-239,-28,-2,2
82,-2115,-230,-18,-6,-6
77,-2107,-212,-13,-2,-3
60,-2116,-211,-20,-2,11
49,-2128,-226,-21,-6,10
56,-2119,-225,-12,-14,6
70,-2110,-209,-8,-14,4
87,-2113,-216,-13,-11,4
89,-2113,-220,-12,-7,2
84,-2111,-226,-4,-11,4
74,-2107,-219,1,-15,7
79,-2095,-205,3,-14,8
69,-2087,-207,-4,-11,3
67,-2103,-221,-13,-3,-5
76,-2105,-227,-15,-3,-7
85,-2098,-221,-10,-8,-4
86,-2093,-219,-5,-10,2
82,-2098,-222,-2,-14,8
83,-2091,-204,4,-16,10
90,-2068,-192,3,-19,11
92,-2065,-193,-2,-15,9
101,-2056,-185,-10,-11,9
102,-2061,-195,-19,-5,14
105,-2070,-201,-24,-7,15
102,-2062,-191,-18,-14,17
95,-2053,-183,-13,-14,22
97,-2057,-189,-23,-8,29
95,-2072,-199,-30,-39,54
83,-2064,-181,-25,-54,73
68,-2060,-185,-43,-16,60
53,-2108,-230,-68,2,33
59,-2144,-270,-63,9,13
60,-2141,-276,-47,10,9
59,-2147,-279,-36,1,16
65,-2148,-276,-17,-14,36
53,-2134,-252,3,-22,48
44,-2122,-227,6,-19,39
41,-2116,-204,-1,-13,24
37,-2115,-196,-7,-6,5
40,-2110,-194,-11,-6,-7
49,-2105,-195,-13,-10,-10
63,-2101,-193,-18,-12,-7
60,-2098,-205,-19,-13,-7
56,-2112,-223,-26,-7,-1
67,-2126,-242,-30,-5,-3
81,-2128,-243,-15,-5,-11
90,-2115,-239,-2,-8,-7
96,-2112,-226,-1,-14,4
98,-2100,-224,3,-14,14
84,-2109,-228,-1,-6,20
69,-2122,-249,-2,1,13
59,-2123,-250,9,0,5
52,-2098,-232,26,-7,2
54,-2080,-198,29,-9,8
32,-2078,-195,20,-5,11
35,-2084,-206,9,-4,3
54,-2087,-210,3,-9,0
50,-2088,-213,0,-9,-3
52,-2086,-215,-2,-8,-7
63,-2091,-207,-2,-12,-6
68,-2081,-198,-1,-15,0
47,-2089,-206,-9,-12,-3
54,-2101,-218,-12,-14,-9
67,-2091,-208,-3,-20,-8
73,-2076,-192,-2,-17,-3
76,-2089,-199,-12,-16,-1
79,-2091,-198,-16,-18,2
93,-2087,-191,-15,-17,0
92,-2089,-200,-20,-12,2
73,-2099,-218,-20,-9,5
77,-2104,-217,-18,-11,5
74,-2108,-227,-18,-4,0
68,-2119,-235,-20,-6,1
73,-2120,-238,-12,-15,4
71,-2105,-223,-4,-17,6
69,-2097,-210,-3,-14,3
65,-2093,-209,-7,-9,3
68,-2093,-216,-16,-8,-1
72,-2100,-219,-17,-5,-9
77,-2098,-220,-14,-4,-8
70,-2105,-222,-14,-7,-1
64,-2106,-220,-13,-11,5
64,-2108,-219,-14,-10,4
75,-2115,-229,-17,-7,5
81,-2121,-241,-14,-4,5
85,-2117,-242,-3,-1,0
93,-2100,-227,11,-7,2
75,-2083,-203,13,-11,7
56,-2070,-177,8,-10,7
35,-2066,-173,-3,-12,3
36,-2068,-190,-19,-9,-8
54,-2083,-203,-30,-4,-13
47,-2087,-219,-33,7,-22
54,-2107,-241,-28,9,-28
89,-2107,-249,-19,2,-20
91,-2086,-222,-7,-4,-4
83,-2079,-209,-8,-2,6
69,-2082,-199,-13,-3,8
69,-2093,-207,-18,-2,5
69,-2101,-209,-23,2,0
66,-2098,-208,-24,6,0
71,-2112,-215,-24,11,3
72,-2115,-220,-23,23,-1
71,-2116,-227,-25,38,-9
71,-2124,-222,-19,30,-10
80,-2120,-219,-11,29,-16
75,-2106,-212,-8,46,-22
65,-2093,-199,-6,40,-19
48,-2074,-181,-15,46,-26
66,-2102,-234,-37,86,-47
76,-2098,-222,-21,-10,-22
55,-2068,-210,-6,-1,-15
80,-2088,-227,-18,11,-20
81,-2111,-251,-15,-2,-6
65,-2109,-241,0,-8,7
65,-2097,-212,6,-23,9
61,-2085,-204,8,-33,15
64,-2073,-195,3,-36,14
80,-2069,-195,-9,-31,-1
91,-2076,-212,-23,-20,-14
102,-2092,-234,-28,-12,-21
