ax,ay,az,gx,gy,gz
1200,-2238,-1138,2118,137,-941
1098,-2127,-898,2160,223,-884
905,-2068,-688,2065,344,-851
755,-2066,-606,1904,462,-868
770,-2063,-622,1753,611,-930
860,-2003,-621,1636,817,-944
816,-1928,-687,1569,1061,-914
675,-1904,-860,1559,1218,-936
683,-1814,-901,1636,1148,-987
786,-1662,-759,1756,1060,-1009
926,-1526,-697,1747,1126,-1050
1198,-1432,-658,1620,1316,-1154
1457,-1467,-710,1431,1575,-1290
1654,-1535,-789,1311,1788,-1389
1791,-1535,-829,1336,1856,-1361
1838,-1473,-856,1442,1763,-1117
1748,-1373,-828,1587,1529,-679
1626,-1180,-704,1710,1290,-222
1485,-963,-546,1764,1116,184
1300,-787,-339,1727,981,520
1137,-593,-111,1604,871,752
963,-454,84,1417,902,844
834,-333,264,1168,1028,792
717,-276,433,880,1209,621
519,-313,476,557,1434,382
394,-347,468,270,1595,122
362,-382,396,47,1689,-63
391,-443,223,-150,1828,-81
515,-552,3,-356,1927,65
587,-714,-103,-515,1849,353
493,-768,-82,-544,1657,629
336,-702,3,-503,1492,767
163,-632,104,-500,1423,799
-7,-598,207,-582,1418,758
-149,-576,262,-723,1419,664
-205,-607,245,-895,1441,519
-179,-670,134,-1060,1519,345
-97,-735,35,-1194,1594,205
-76,-813,-57,-1293,1607,156
-108,-900,-131,-1317,1570,167
-127,-976,-182,-1296,1471,258
-113,-1066,-213,-1291,1259,439
-164,-1138,-199,-1268,957,676
-304,-1200,-186,-1261,701,908
-501,-1297,-239,-1288,521,1057
-665,-1442,-340,-1288,452,1046
-812,-1518,-429,-1239,583,823
-986,-1556,-447,-1196,870,453
-1090,-1616,-432,-1203,1144,25
-1096,-1697,-411,-1231,1251,-300
-984,-1739,-355,-1246,1150,-430
-767,-1772,-256,-1286,891,-388
-616,-1823,-193,-1354,575,-156
-711,-1901,-229,-1429,230,181
-869,-1966,-310,-1508,-49,398
-1046,-2072,-383,-1561,-205,410
-1255,-2202,-498,-1584,-217,206
-1235,-2302,-617,-1599,-132,-132
-994,-2373,-653,-1590,-89,-434
-754,-2425,-633,-1551,-124,-604
-626,-2461,-623,-1512,-237,-622
-524,-2453,-561,-1468,-418,-527
-494,-2460,-505,-1452,-585,-405
-567,-2583,-573,-1480,-710,-275
-607,-2752,-701,-1492,-882,-124
-614,-2858,-785,-1468,-1119,41
-750,-2987,-858,-1442,-1279,163
-874,-3049,-940,-1357,-1350,136
-890,-3063,-956,-1236,-1356,-71
-833,-3093,-1011,-1160,-1288,-360
-698,-3142,-1124,-1074,-1249,-587
-465,-3157,-1146,-938,-1309,-747
-174,-3163,-1132,-756,-1346,-878
29,-3125,-1155,-610,-1356,-848
103,-3088,-1155,-464,-1474,-674
92,-3021,-1082,-319,-1650,-472
-5,-2923,-1037,-208,-1792,-305
-158,-2844,-1041,-122,-1914,-233
-195,-2747,-997,-52,-1915,-339
