ax,ay,az,gx,gy,gz
-790,100,1829,-13,-2,2
-794,98,1833,-13,0,3
-792,101,1831,-12,-6,4
-792,104,1831,-11,-14,5
-792,97,1833,-11,-22,5
-785,97,1831,-9,-30,4
-787,101,1835,-12,-29,6
-782,98,1833,-11,-27,5
-780,101,1837,-10,-23,5
-780,102,1837,-9,-18,4
-777,102,1838,-9,-14,4
-775,100,1835,-11,-10,3
-778,101,1826,-10,-11,2
-780,105,1831,-11,-9,2
-782,101,1838,-10,-7,4
-780,100,1836,-10,-9,3
-781,101,1833,-11,-6,3
-773,102,1831,-10,-6,1
-780,103,1835,-11,-5,1
-781,103,1835,-11,-3,1
-787,100,1837,-10,-1,0
-785,101,1832,-10,2,1
-784,101,1831,-12,4,1
-783,100,1837,-11,4,0
-787,99,1830,-10,-2,0
-790,100,1830,-11,-4,1
-788,105,1830,-10,-3,2
-794,101,1835,-11,2,1
-801,97,1831,-13,15,0
-793,94,1829,-12,20,1
-795,92,1827,-12,18,1
-801,93,1827,-11,5,2
-805,97,1825,-11,-9,4
-794,99,1823,-10,-27,5
-788,100,1829,-10,-47,8
-789,99,1831,-10,-60,9
-776,100,1835,-9,-68,9
-770,101,1835,-8,-60,7
-765,104,1836,-9,-43,7
-771,103,1846,-9,-17,4
-773,106,1842,-12,12,3
-776,102,1831,-12,31,-1
-783,102,1833,-14,42,-1
-785,103,1832,-12,38,-1
-794,103,1827,-12,26,-1
-792,98,1826,-12,13,0
-792,93,1828,-11,-4,2
-797,96,1828,-9,-15,3
-792,96,1826,-10,-22,4
-788,95,1829,-11,-23,4
-788,94,1836,-9,-23,6
-787,97,1835,-10,-25,5
-787,93,1834,-10,-26,4
-780,95,1830,-9,-33,6
-779,96,1834,-10,-34,5
-778,98,1841,-9,-32,5
-777,99,1843,-9,-22,4
-778,103,1840,-12,-8,3
-778,104,1838,-11,7,1
-779,105,1837,-13,27,-1
-782,104,1837,-12,39,-1
-794,106,1833,-14,48,-2
-798,101,1824,-14,45,-1
-801,96,1824,-13,29,-1
-806,97,1826,-13,8,3
-799,98,1825,-10,-19,4
-797,97,1829,-10,-40,6
-790,98,1828,-9,-54,8
-792,99,1832,-9,-60,9
-782,97,1839,-9,-58,8
-777,99,1838,-10,-50,7
-771,100,1845,-10,-34,6
-770,102,1834,-10,-16,4
-775,98,1837,-10,1,2
-778,99,1839,-11,17,0
-779,96,1833,-12,24,0
-786,98,1832,-13,25,0
-787,100,1834,-12,19,0
-791,101,1829,-12,12,1
-790,105,1827,-11,5,0
-790,104,1827,-10,-4,2
-790,106,1837,-10,-13,4
-786,100,1832,-10,-23,5
-785,98,1829,-10,-31,5
-781,99,1832,-10,-36,4
-779,99,1839,-10,-34,4
-779,97,1837,-10,-27,4
-777,102,1839,-9,-15,3
-783,100,1842,-11,1,1
-785,97,1834,-11,16,1
-790,100,1835,-11,30,-1
-792,98,1828,-14,35,-1
-793,98,1827,-14,30,0
-799,96,1829,-12,17,0
-793,95,1824,-10,-2,1
-797,96,1829,-11,-21,5
-795,105,1831,-9,-38,6
-791,104,1836,-9,-49,7
-783,102,1832,-10,-51,6
-779,105,1833,-10,-45,5
-780,98,1836,-9,-30,6
-780,97,1839,-11,-13,4
-779,97,1833,-11,2,3
-779,98,1837,-12,12,1
-782,99,1835,-12,17,2
-786,101,1829,-12,13,3
-785,98,1830,-11,3,1
-780,98,1834,-11,-10,2
-784,101,1834,-10,-20,2
-778,100,1833,-9,-23,3
-780,95,1834,-10,-21,4
-782,99,1834,-11,-15,3
-782,102,1829,-11,-4,2
-780,98,1832,-11,5,1
-787,97,1834,-10,11,1
-793,97,1833,-10,8,1
-789,101,1829,-11,0,2
-788,98,1832,-11,-7,3
-788,99,1835,-10,-17,4
